epoch,acc,loss,lr,val_acc,val_loss
136,0.9835076922049889,0.19694303243160247,9.54915e-05,0.8475555549197726,0.7470018292003208
137,0.9847076923810518,0.19150089693803055,5.4496737e-05,0.8488888910611471,0.7580937252177132
138,0.9851384614357581,0.1912596997022629,2.4471741e-05,0.8526666674084133,0.7404184549517102
139,0.986430769267449,0.18738809693409847,6.15583e-06,0.8515555545488993,0.742673512644238
140,0.9071692306738633,0.41430003031583934,0.001,0.7257777781486511,1.4423613917297786
141,0.9229846153626076,0.3689169262079092,0.0009938441,0.735333331823349,1.2570910154978434
142,0.9266461537874662,0.35910624967721794,0.00097552827,0.7720000013775296,1.0134427192608515
143,0.933138461472438,0.34754809074401855,0.00094550324,0.8019999992582533,0.8560940395991008
144,0.9367999999413124,0.3354165288705092,0.0009045085,0.7824444422721862,1.023724974711736
145,0.9397230768937331,0.32844365819417515,0.0008535534,0.7491111088858711,1.2099276443984774
146,0.9441538461318383,0.3120789066131298,0.0007938926,0.7660000041060977,1.168845201810201
147,0.9487076923883878,0.2997498365182143,0.00072699523,0.8033333307902019,0.9448501919905344
148,0.9562153845126812,0.2779704659021818,0.0006545085,0.7902222198910184,1.00987038675944
149,0.9624923075896044,0.26242943436916055,0.0005782172,0.8171111096805996,0.8867011471589407
150,0.9640923075969403,0.25507626117192783,0.0005,0.7851111147403717,1.1135445786449645
151,0.9682153846887441,0.24178223302731147,0.00042178278,0.8342222205797831,0.852924100531472
152,0.9743076923810519,0.2267614556000783,0.0003454915,0.814888884862264,0.9251063326067395
153,0.9767999998972966,0.21751159581954663,0.00027300476,0.8315555560323927,0.8169935448964437
154,0.9801230768203736,0.20733429444753207,0.00020610738,0.8311111098925272,0.8433851842482885
155,0.9836923077656673,0.1967395144682664,0.0001464466,0.8446666661898296,0.7588912221723133
156,0.9852615384615384,0.19250901799752163,9.54915e-05,0.8462222275733948,0.7390059687826368
157,0.9872000000366797,0.18915282581035908,5.4496737e-05,0.8439999939600626,0.7715950113402472
158,0.9876000000366798,0.18532586431686696,2.4471741e-05,0.8502222245534261,0.7469066079192691
159,0.988338461472438,0.1845336919766206,6.15583e-06,0.8480000001589457,0.7470850792196062
160,0.9092615384395306,0.4161615667783297,0.001,0.7686666656600104,1.0591630578570896
161,0.9267076923223643,0.36279401225676905,0.0009938441,0.8146666689978705,0.7970106014145745
162,0.932276923091595,0.34767835382314827,0.00097552827,0.7757777764532301,1.0599913109673393
163,0.9372615384028508,0.33835798879403334,0.00094550324,0.8048888918293847,0.9535907715691461
164,0.9396923077730032,0.3293847562753237,0.0009045085,0.7553333371745216,1.139264024509324
165,0.9448615384762103,0.316405188531142,0.0008535534,0.7691111121707492,1.117530652337604
166,0.9483692307032071,0.30243624027325555,0.0007938926,0.7797777830759685,1.1231311427752178
167,0.9534153846960801,0.2900453676370474,0.00072699523,0.8122222259839376,0.8928860242101881
168,0.956338461472438,0.27852682513640475,0.0006545085,0.8042222214804755,0.9287611620691087
169,0.9617230768937332,0.2645816571529095,0.0005782172,0.8231111093097263,0.8673316541645262
170,0.9687076922416687,0.24421653174437008,0.0005,0.8368888871404859,0.7921558870474498
171,0.9733230769304129,0.2318252712249756,0.00042178278,0.8357777779897054,0.8239967705938551
172,0.9777230768937331,0.2178396688938141,0.0003454915,0.8373333336247338,0.8266987242698669
173,0.9796615383955148,0.21036829635913556,0.00027300476,0.8433333344459534,0.7921595553689533
174,0.9835384615751414,0.20131826384250934,0.00020610738,0.8419999985165066,0.8180623965528276
175,0.9854769231136029,0.19435096764931312,0.0001464466,0.8431111107402378,0.8385831064913007
176,0.985907692204989,0.189664222577902,9.54915e-05,0.8562222222222222,0.7424057997332679
177,0.9888000000733596,0.18411504676892207,5.4496737e-05,0.8522222237057157,0.7877239070998298
178,0.9897846154212951,0.18053217825889586,2.4471741e-05,0.8517777769300673,0.7830010728041331
179,0.9906153846520644,0.17933371613942659,6.15583e-06,0.854888890478346,0.7613643239471648
180,0.9086769230842591,0.41521581579355094,0.001,0.7731111131244236,1.0337134233315786
181,0.9265230768277095,0.36300415909106915,0.0009938441,0.739777776559194,1.350899497244093
182,0.9330769231209388,0.3491126227232126,0.00097552827,0.8126666660838657,0.7984633078310225
183,0.9377538461978618,0.33314859225566573,0.00094550324,0.7695555532773336,1.0837593129211003
184,0.9414153846520644,0.3252716542170598,0.0009045085,0.7646666708257464,1.1043813757366605
185,0.9470769231209388,0.3077181109905243,0.0008535534,0.8184444415834214,0.9098342459731632
186,0.9504923075969403,0.2964411765538729,0.0007938926,0.8397777729564243,0.7905700117746989
187,0.9570461539268493,0.2787732507118812,0.00072699523,0.8026666647063361,0.974176191078292
188,0.9613846153552715,0.26941164916845467,0.0006545085,0.8111111070579953,0.9130507270760007
189,0.9632000000366798,0.25982141037170703,0.0005782172,0.8228888941340976,0.8127407851881451
190,0.9709230768937331,0.2393164783514463,0.0005,0.8248888906372918,0.8721803581847085
191,0.9750769229742197,0.22653961396033948,0.00042178278,0.8337777724795872,0.8522538562085893
192,0.9781846153846154,0.21526862701819494,0.0003454915,0.8171111107402378,0.9548708611859216
193,0.9800000000733595,0.20897138328552245,0.00027300476,0.844444443543752,0.8086328469249937
194,0.9848615384982182,0.1945212332065289,0.00020610738,0.8584444413714939,0.7619119909736846
195,0.9878461538828336,0.18793655716822696,0.0001464466,0.8517777778307597,0.8026605225669013
196,0.9886153846520644,0.18444621395147764,9.54915e-05,0.8586666664017572,0.7408281591733297
197,0.9896923077289874,0.1816576266838954,5.4496737e-05,0.8579999961323208,0.7772884233395259
198,0.9909538461538462,0.17795976185798645,2.4471741e-05,0.8586666692627801,0.7686171634727054
199,0.9916307692307692,0.1764146879691344,6.15583e-06,0.8588888914320204,0.7755797642204496
